gene,cluster_1,cluster_2,cluster_3
pddc1,0.214049924,0.212265726,0.275239818
slc25a22,0.056038522,0.03785963,0.021099018
pidd1,0.017267911,0.005213642,0.000661996
rplp2,3.837638794,3.777864053,3.464884397
pnpla2,0.245726612,0.313216605,0.27185479
cracr2b,0.000879356,0.000245694,0.002249673
cd151,0.038968279,0.063427828,0.066582175
polr2l,0.248554508,0.216657181,0.187928427
tspan4,0.058243043,0.058403876,0.018260631
chid1,0.103098918,0.071810037,0.032236058
ap2a2,0.138000163,0.138098499,0.127343067
tollip,0.05507086,0.044799345,0.069935534
mob2,0.345031671,0.225627073,0.149831346
dusp8,0,0.00066162,0.00193284
ifitm10,0.156753611,0.358610775,0.008764527
ctsd,1.962729624,1.894555823,0.303364996
tnni2,0.006541064,0.011108041,0.219035847
lsp1,2.10492618,1.452865269,3.445825212
tnnt3,0.000800592,0.001396969,0
mrpl23,0.640814996,0.710315569,0.403325996
ascl2,0,0,0
tspan32,0.40276033,0.32845416,0.036467305
cd81,0.143253285,0.020068587,0.506344061
tssc4,0.144877031,0.096075064,0.108331351
kcnq1,0,0,0.002011337
kcnq1ot1,0.218261136,0.239904065,0.054004218
cdkn1c,0.003093068,0.015704904,0.013851791
slc22a18,0,0.000579171,0.028573241
nap1l4,0.423316563,0.4152883,0.264317508
cars,0.071892149,0.067921968,0.045367939
tnfrsf26,0.017415127,0.048379986,0.002017795
rp23.6i17.1,0.03151217,0.041552282,0.003765512
tnfrsf22,0.005073245,0.006506247,0.004250569
tnfrsf23,0.003419027,0.015571938,0.002294287
osbpl5,0.045687936,0.05001558,0.011501874
mrgpre,0.020114438,0,0
nadsyn1,0.015913911,0.020614062,0.013386627
dhcr7,0.091923761,0.07055563,0.031443002
cttn,0.001566837,0.001215099,0.001850176
ppfia1,0.060585661,0.051954226,0.057781935
fadd,0.046702104,0.06745892,0.101100559
oraov1,0.09752368,0.094072718,0.118264041
ccnd1,0.0364747,0.031873656,0.151397184
tpcn2,0.018497641,0.016107828,0.009661377
plekhg1,0.004134119,0.002123887,0.018841655
mthfd1l,0.116754262,0.060227984,0.015792315
akap12,0.03352391,0.002893119,0.001899649
zbtb2,0.062438334,0.041909663,0.013421338
gm21781,0.004408931,0.005509727,0.003571491
rmnd1,0.067944371,0.057432072,0.049138419
armt1,0.106448998,0.099653892,0.055286175
esr1,0.002624279,0.015947166,0.009131493
syne1,0.056837482,0.060361594,0.043470765
fbxo5,0.027614657,0.023249735,0.010129022
mtrf1l,0.07236808,0.085164154,0.03740618
ipcef1,0.20006759,0.132625492,0.013909032
cnksr3,0,0.005685587,0.005222875
ulbp1,0.010422454,0.01217462,0.005994007
lrp11,0.008781908,0.00174488,0.002256576
pcmt1,0.49627847,0.420728212,0.302212962
nup43,0.076772474,0.066484748,0.040699497
lats1,0.02617728,0.028160755,0.043238574
katna1,0.331610975,0.233410478,0.342593874
ginm1,0.189913632,0.187470055,0.202294772
ppil4,0.259479722,0.24422372,0.146604731
zc3h12d,0.115659249,0.030068295,0.12579745
tab2,0.225293986,0.396019775,0.352038236
ust,0.027340453,0.032054558,0.011897479
sash1,0.00068424,0.003007699,0.00345016
stxbp5,0.047556163,0.036167935,0.006679862
adgb,0,0,0
rab32,0.030923066,0.046476855,0.259561392
shprh,0.072421303,0.053062986,0.030550307
fbxo30,0.00859121,0.02763495,0.044328187
gm9797,0.001221314,0.001595718,0
utrn,0.181285411,0.170429821,0.067735334
b230208h11rik,0.004269404,0.005561834,0
stx11,0.237100529,0.168676029,0.479306473
sf3b5,0.859652579,0.824319712,0.530738988
plagl1,0,0.000258171,0.002365003
ltv1,0.145353189,0.12231281,0.054481833
phactr2,0.094179537,0.020084792,0.068442016
fuca2,0.292443508,0.300131403,0.051422624
pex3,0.077952321,0.082465476,0.044829123
adat2,0.032836562,0.03462064,0.026021244
aig1,0.10315409,0.16579217,0.143955614
hivep2,0.137046114,0.11299344,0.097849439
adgrg6,0.001484532,0.00195933,0.163048465
vta1,0.349893501,0.269964586,0.178293741
cited2,0.478034749,0.323195554,0.374830748
gm20655,0,0,0.001793738
txlnb,0.003139176,0.008827003,0.007868368
heca,0.024383535,0.028066983,0.023733062
abracl,1.846173299,1.398939872,1.598151248
reps1,0.081495296,0.062530805,0.060132006
ccdc28a,0.052340757,0.061927782,0.03318052
gm10827,0.016081614,0.008579452,0.003607304
hebp2,0.001837661,0.019079038,0.002708239
perp,0.192737051,0.008320074,0.020853448
tnfaip3,0.248047121,0.19149998,0.226991116
ifngr1,1.309194022,2.15449538,0.344533831
pex7,0.19694703,0.128097095,0.117230516
map3k5,0.0624715,0.038168199,0.050417858
map7,0.019450156,0.008083177,0.006281879
x4933406p04rik,0,0.00537545,0.000856127
bclaf1,0.329082795,0.349943589,0.2701814
mtfr2,0.003569553,0.000833938,0.001262367
pde7b,0,0.002312047,0.003366964
ahi1,0.06970196,0.064237292,0.021667748
myb,0.031523058,0.054822282,0.018698213
hbs1l,0.104141178,0.052799152,0.053257289
x1700021a07rik,0.023324038,0.001148824,0.00209627
sgk1,0.122490974,0.061957278,0.030999307
e030030i06rik,0.023280164,0.034542044,0.010887715
raet1e,0,0,0
gm26740,0.290433663,0.359609277,0.076269653
raet1d,0.002284425,0.000258171,0
slc2a12,0,0.000397276,0.002387148
tbpl1,0.229803104,0.178197806,0.201633006
rps12,3.454087366,3.362117773,2.858008444
vnn3,0,0.000707991,0.001156207
stx7,0.156762024,0.321945513,0.48397193
enpp1,0.061225631,0.024534884,0.010414698
med23,0.034762919,0.025881032,0.034827385
arg1,0.011209425,0.030736496,0.030747654
akap7,0.011727225,0.015601879,0.051234219
epb41l2,0.052963757,0.075107106,0.292467869
samd3,0.132812721,0.783055046,0.012479245
l3mbtl3,0.06954224,0.04639869,0.024259857
arhgap18,0.158326139,0.183061289,0.045755327
themis,0.34859792,0.01395139,0.015846068
echdc1,0.024334818,0.046538909,0.024746082
rnf146,0.168745318,0.192613739,0.136910969
cenpw,0.277400502,0.111538035,0.03140655
trmt11,0.03918387,0.059589289,0.031305728
hint3,0.337253561,0.276364189,0.502131169
ncoa7,0.114006048,0.098763593,0.832032767
gm5422,0.004134595,0.001402992,0.005071514
hddc2,0.218526861,0.182326087,0.059284303
tpd52l1,0,0,0
rnf217,0,0.008233855,0.048078938
zufsp,0.068680028,0.04599592,0.096429151
rwdd1,0.956610469,0.725675187,0.447124739
fam26f,0.198912869,0.252652446,0.08759556
dse,0.022048604,0.062024178,0.015939652
tspyl1,0.166408991,0.163232223,0.157922249
nt5dc1,0.154417123,0.092719631,0.041891182
gm26564,0.005360552,0.006640463,0.001651496
tspyl4,0.051492413,0.026455198,0.001152026
amd2,0,0.004829635,0
hdac2,0.235066714,0.225736867,0.125286732
marcks,0.037559779,0.063205179,2.018829483
fam229b,0.010350329,0.006582755,0.00746856
tube1,0.008475661,0.006272332,0.004276841
fyn,0.589485733,0.485682577,0.552864936
traf3ip2,0.10476078,0.073230821,0.026253776
rev3l,0.034078161,0.050722322,0.01284194
aa474331,0.005939105,0.0069333,0.005672771
bc021785,0,0,0
slc16a10,0.019476835,0.010827688,0.005415728
rpf2,0.220292471,0.166400283,0.050678266
gtf3c6,0.280655552,0.320589996,0.177917257
amd1,0.101864583,0.156085461,0.07065274
cdk19,0.069507676,0.078840356,0.083361637
cdc40,0.213799863,0.226633321,0.092808525
fig4,0.053769929,0.042144939,0.013664291
ak9,0,0,0
zbtb24,0.05574493,0.082449956,0.057367415
mical1,0.209323118,0.215921564,0.041182436
smpd2,0.049163542,0.049355261,0.018203123
cd164,0.582157793,0.399716186,0.151813091
ccdc162,0.014038674,0.000962129,0
cep57l1,0.04097613,0.058229487,0.027850988
sesn1,0.055207538,0.113112243,0.021542904
armc2,0,0.010669244,0.004071137
foxo3,0.043657941,0.042075477,0.045764373
lace1,0.031226249,0.023485315,0.01001508
snx3,0.893180782,0.877495694,0.973647866
ostm1,0.13896027,0.078762893,0.06928551
sec63,0.12289825,0.117961022,0.093531006
scml4,0.063364688,0.064647419,0.004655201
pdss2,0.016183383,0.027839747,0.011850314
bend3,0.001005784,0.001580052,0.003461574
gm9803,0.038055353,0.023616836,0.018286636
x1700021f05rik,0.112014787,0.073709249,0.071041434
cd24a,0.035161868,0.03690419,0.344973209
f930017d23rik,0,0,0
qrsl1,0.081479669,0.039325652,0.023496488
rtn4ip1,0.01547615,0.004113769,0.010195004
aim1,0.209793066,0.107942349,0.267098922
atg5,0.291371513,0.228623089,0.174088422
prdm1,0.13770582,0.057476064,0.068760627
prep,0.103507454,0.047117331,0.05610739
hace1,0.031813337,0.048907308,0.02649814
ascc3,0.093068881,0.110110806,0.085931209
lilr4b,0.138252829,0.230128144,0.143896832
lilrb4a,0.237056832,0.363666266,0.215127424
gopc,0.079914182,0.064745929,0.054822817
nus1,0.254082279,0.173526227,0.128043925
cep85l,0.012168758,0.004712533,0.058195684
mcm9,0.022026973,0.026750999,0.03261908
asf1a,0.174642606,0.140784341,0.094212733
fam184a,0,0.044420533,0.001378243
man1a,0.134305778,0.1350928,0.127492752
gm16998,0.001248074,0.006863213,0.001758311
tbc1d32,0.003273067,0.005705881,0.001251152
msl3l2,0.019697863,0.020556045,0.035617143
gja1,0,0,0.001787463
hsf2,0.024153511,0.014187289,0.298761299
serinc1,0.362290428,0.246803662,0.32090112
pkib,0.024853381,0.033361507,1.645349595
fabp7,0,0.002353257,0.005520915
smpdl3a,0.568729314,0.257815762,0.444564944
gcc2,0.17093545,0.143442581,0.065507352
lims1,0.465503566,0.307707652,0.31695137
ranbp2,0.109734497,0.079181904,0.109934666
ccdc138,0.012705903,0.005498356,0.004784799
10-Sep,0.003915481,0.004945468,0.043842206
sowahc,0.007724692,0.00729926,0.261713191
p4ha1,0.161897648,0.111007903,0.05963859
gm10273,0.010837448,0.009379666,0.005889787
oit3,0.021466299,0.000348199,0.00037207
mcu,0.055494158,0.041210096,0.043007084
micu1,0.093138537,0.085725425,0.247004163
dnajb12,0.064939573,0.053533357,0.074509295
ddit4,0.262395696,0.210153265,0.117925143
anapc16,0.394431015,0.334849188,0.278406973
ascc1,0.127739631,0.119679774,0.149616435
spock2,0.017972283,0.006230534,0
chst3,0,0,0.018369962
psap,0.878658686,0.989793426,1.650749835
vsir,0.682987525,0.395003966,0.145298111
gm17455,0.001627094,0,0
slc29a3,0.03969007,0.026631228,0.132901667
unc5b,0,0.00056826,0
gm26947,0,0.001516671,0.001270198
sgpl1,0.084909348,0.099628401,0.315313345
adamts14,0.043181606,0.141024884,0.00717264
prf1,0.322278852,0.404484141,0.009046992
pald1,0.015686494,0.043234039,0.001051923
eif4ebp2,0.07635558,0.064321997,0.034792319
lrrc20,0.005557286,0.016173131,0.004462543
ppa1,0.432204517,0.278666607,0.169581609
sar1a,0.540573888,0.462663556,0.478302836
tysnd1,0.113270827,0.097155815,0.037886872
aifm2,0.021958863,0.034733678,0.006195069
gm5424,0.019710007,0.00128611,0.058399376
x2010107g23rik,0.0315306,0.007035574,0.00422651
hk1,0.334775211,0.155051314,0.0894942
hk1os,0.02095525,0.013874055,0.012247323
supv3l1,0.045363558,0.029769491,0.02890605
x4930507d05rik,0.004074242,0.001618658,0.00135379
vps26a,0.148925891,0.124773265,0.210953278
srgn,2.313596597,2.071118093,2.449894296
kif1bp,0.10732549,0.080153601,0.072897798
ddx21,0.469157623,0.394036517,0.164529653
ddx50,0.229451611,0.153420117,0.114436572
ccar1,0.340477179,0.2156103,0.25463963
tet1,0.005981932,0.003420417,0.002484931
slc25a16,0.042142504,0.035503766,0.010682784
dna2,0.013946801,0.014580042,0.029375322
rufy2,0.07613158,0.04411963,0.024413229
hnrnph3,0.223256528,0.189312981,0.228175833
pbld2,0.006335504,0.001345641,0.009316975
herc4,0.138374165,0.084910136,0.103526799
sirt1,0.026489471,0.020613211,0.038567794
dnajc12,0.075952792,0.073824343,0.686863294
x1110002j07rik,0,0.000351414,0.001071543
reep3,0.180715349,0.116803116,0.31917167
jmjd1c,0.143850135,0.190714155,0.194632221
nrbf2,0.212742184,0.193895479,0.315705806
egr2,0.067264917,0.019861374,0.017484675
ado,0.119880205,0.131626554,0.104005075
zfp365,0.004183691,0,0
rtkn2,0.002115546,0.000311618,0
arid5b,0.246166057,0.163048597,0.040290881
x1700040l02rik,0.005854719,0.027129388,0
tmem26,0,0,0
rhobtb1,0.000730343,0.003581583,0.023177474
a930033h14rik,0,0,0
cdk1,0.09068305,0.041403611,0.022792683
ccdc6,0.123423529,0.058736149,0.305919083
tfam,0.24319943,0.20644783,0.110800313
ube2d1,0.202319053,0.177041899,0.18011773
cisd1,0.484900402,0.271723903,0.098638811
ipmk,0.044771318,0.032199951,0.075262348
zwint,0.306970017,0.241571528,0.259718957
rab36,0.001634507,0.00096761,0
bcr,0.030351593,0.030757072,0.006435373
specc1l,0.061867593,0.050986023,0.099756673
adora2a,0.216507378,0.301418143,0.546408516
gucd1,0.107026193,0.064999701,0.335485948
upb1,0.017061917,0.007128644,0.07154187
snrpd3,0.879586841,0.725381358,0.442645563
ggt1,0.034602115,0.002662454,0.00037207
ggt5,0.004581179,0.011304527,0.001051923
cabin1,0.1415831,0.105937793,0.08897579
ddt,0.540595068,0.339346684,0.624790722
gstt3,0.023569079,0.001063653,0.213289216
gstt1,0.040026958,0.009956439,0.260140043
gstt2,0.158793524,0.058343084,0.071816629
mif,1.95795123,1.383515266,1.075794887
derl3,0.00236108,0.000700899,0
smarcb1,0.434170116,0.285641592,0.306274256
mmp11,0,0,0
chchd10,0.457815723,0.10095965,0.068849233
zfp280b,0.032048617,0.005302045,0.020852091
prmt2,0.101035991,0.100654003,0.105802898
s100b,0,0,0
dip2a,0.009719395,0.006614365,0.016091229
pcnt,0.088806021,0.077561387,0.045883346
ybey,0.022177639,0.019830494,0.023288894
mcm3ap,0.077405166,0.053208776,0.027074352
lss,0.042519246,0.019717584,0.035582017
pcbp3,0.008001782,0.009383452,0.0051087
slc19a1,0.079092709,0.038010708,0.009953123
gm10941,0.01266785,0.004172115,0
pofut2,0.194545775,0.136810704,0.114115476
adarb1,0.00313792,0.000495687,0.001039449
fam207a,0.278449759,0.181110055,0.244582855
itgb2,1.182838403,0.920269746,0.197359073
pttg1ip,0.149349861,0.167646289,0.149128721
sumo3,0.390186524,0.352927072,0.410608706
ube2g2,0.289261793,0.349069283,0.1788155
x1700009j07rik,0,0,0.001543113
lrrc3,0,0.000186229,0.009392271
trpm2,0.001101128,0.001507349,0.005805526
x1810043g02rik,0.044359251,0.032303342,0.021010201
pfkl,0.305290578,0.264023956,0.152182754
dnmt3l,0,0.001206368,0
icosl,0.007828682,0.032022281,0.13673405
d10jhu81e,0.260971888,0.313374409,0.149570427
pwp2,0.04555525,0.024505476,0.009951266
trappc10,0.074386572,0.061695076,0.056140512
agpat3,0.385134369,0.291220452,0.052934665
gm10146,0.025926338,0.01044265,0.009560364
rrp1,0.616820652,0.580252509,0.385128584
cstb,0.834538336,0.722766854,1.302543649
pdxk,0.02820262,0.02536645,0.062452736
ilvbl,0.205548895,0.162752793,0.094742107
x2610008e11rik,0.021862145,0.014259567,0.009864454
plpp2,0.042894022,0.089458274,0.075282491
mier2,0.040982736,0.035189626,0.03168829
tpgs1,0.359830175,0.288624947,0.281328449
cdc34,0.226738548,0.204899657,0.199075212
gzmm,0.014007599,0.073812165,0
bsg,1.255670849,1.105751734,0.646994379
hcn2,0.000602874,0.00157427,0
polrmt,0.032074967,0.021441039,0.003706443
rnf126,0.185178378,0.172639115,0.121343245
fstl3,0.001812378,0.001134068,0.006482179
prss57,0.00054019,0.001635611,0.007230174
palm,0.010440969,0.006630667,0.040537931
misp,0,0,0
ptbp1,0.453956172,0.292504715,0.236204419
plppr3,0,0.001565046,0.001580406
gm17134,0.002158512,0,0
prtn3,0.001566837,0.003559203,0.002955957
med16,0.090450707,0.066448049,0.125974535
r3hdm4,0.52881717,0.354108794,0.46676972
arid3a,0.037040247,0.017897041,0.029905502
wdr18,0.215290814,0.180409376,0.080653067
tmem259,0.091919807,0.070382295,0.058426281
cnn2,1.875542483,1.591703229,2.414033242
abca7,0.075241203,0.0801532,0.091011541
hmha1,0.956851897,1.102057473,0.736892254
polr2e,0.566720026,0.75271271,0.743957476
gpx4,1.262602746,1.832178047,1.75530559
sbno2,0.017251559,0.010299266,0.049938104
stk11,0.257954004,0.237407168,0.215638177
cbarp,0.015762687,0.017196105,0.017253638
atp5d,1.781550748,1.712074924,1.518461631
midn,0.137719562,0.148501131,0.083174986
cirbp,0.381106081,0.605830959,0.661487256
x1600002k03rik,0.134206708,0.095171972,0.125444352
efna2,0.000706971,0,0.255669725
mum1,0.133362858,0.147363102,0.05790295
ndufs7,0.773335471,0.714946188,0.423283207
gamt,0.003971475,0.006187829,0.017401765
dazap1,0.549230892,0.489907672,0.432223607
rps15,3.535399284,3.443675874,3.066075664
x2310011j03rik,0.393578389,0.313384456,0.415199653
pcsk4,0.003925583,0.002719615,0.00076535
adamtsl5,0.003476508,0.000668538,0.005379585
mex3d,0.012077934,0.006300363,0.012580254
mbd3,0.315113222,0.251356108,0.210757035
uqcr11,1.047299867,0.885877989,0.785119871
tcf3,0.248698621,0.207252468,0.170845813
rexo1,0.169178314,0.158270621,0.14759648
klf16,0.03936739,0.049701389,0.084340252
abhd17a,0.380451939,0.307915859,0.171303417
adat3,0.02723719,0.007788061,0.011488291
csnk1g2,0.180553207,0.183603956,0.121344021
btbd2,0.051633838,0.074878501,0.075051598
mknk2,0.332788827,0.290505707,0.306399262
gm26541,0.00162698,0.007095557,0.014911886
mob3a,0.300903195,0.298190621,0.649233938
izumo4,0.135156866,0.118606502,0.178637855
ap3d1,0.104866598,0.092053664,0.160448422
dot1l,0.088494761,0.043230127,0.07687887
plekhj1,0.780810295,0.727606472,0.690382978
sf3a2,0.291118446,0.198102498,0.163156901
oaz1,2.740751261,2.691194297,2.548747947
lsm7,0.245188998,0.180703722,0.098514209
sppl2b,0.049732704,0.056836604,0.036711614
timm13,0.950556308,0.787660712,0.883109925
lmnb2,0.04233385,0.027930419,0.012209812
gadd45b,0.222244707,0.121945608,2.091803856
slc39a3,0.071701265,0.051498339,0.058729985
sgta,0.28991442,0.238080891,0.211965883
thop1,0.070203779,0.046958374,0.017181444
creb3l3,0,0,0
map2k2,0.791315268,0.718587249,0.792073861
zbtb7a,0.415205905,0.546142753,0.488858302
pias4,0.131549567,0.146457768,0.123698785
eef2,2.778952034,2.323688455,1.593766655
dapk3,0.302340724,0.250970335,0.216502437
atcayos,0.007973702,0,0
atcay,0.021351483,0.000695774,0.009179881
zfr2,0,0,0.012035892
matk,0.125871835,0.010160114,0.031693328
mrpl54,0.837866437,0.451266275,0.736779223
apba3,0.054439504,0.039910471,0.024270259
tjp3,0.035822528,0.000978755,0.03697264
pip5k1c,0.050961205,0.05493459,0.106033249
gm16315,0.000655351,0,0.001225184
cactin,0.138678119,0.132730356,0.07045424
tbxa2r,0.154137855,0.034548598,0.007568983
hmg20b,0.249924627,0.182347588,0.613593858
mfsd12,0.01043861,0.005475023,0.018930176
x4930404n11rik,0.009030363,0.001987593,0.009841759
fzr1,0.168700172,0.12117559,0.213264613
dohh,0.236573387,0.209106871,0.152837049
smim24,0.072872561,0.08480305,0.10092898
nfic,0.06411716,0.1241031,0.121882783
gm16104,0,0.000292284,0.001866904
ncln,0.083859301,0.06429434,0.0488609
s1pr4,0.602507548,0.533770816,0.033991615
gna15,0.411738941,0.185944463,0.034282718
gna11,0.073902969,0.092380279,0.02647475
aes,1.278487298,0.922721134,0.835507544
tle2,0.001830138,0,0
tle6,0.001405192,0.000430274,0.006413215
bc025920,0.022981662,0.017792027,0.005784118
sirt6,0.083682983,0.069975217,0.0463897
ankrd24,0.018605423,0.02113176,0
zfp433,0.041073929,0.047576904,0.019706233
zfp873,0.001457985,0.004617728,0.005694655
au041133,0.017975239,0.020486764,0.010452406
zfp938,0.062148165,0.043039453,0.020538251
gm4924,0.011285674,0.010915389,0
x1190007i07rik,0.169963557,0.117836565,0.033945762
tdg,0.15300023,0.081696212,0.078453902
hcfc2,0.072201569,0.039326757,0.008440006
nfyb,0.318771968,0.187938206,0.109306121
txnrd1,0.238586794,0.180992701,0.265105198
gm4799,0.027869011,0.025624777,0.034282361
chst11,0.130338256,0.079172848,0.131757207
slc41a2,0.007119186,0.021032943,0.025209556
d10wsu102e,0.096648397,0.068767535,0.036160606
a230046k03rik,0.07445014,0.06301546,0.140971441
appl2,0.041344998,0.045094021,0.016939297
x1500009l16rik,0.124705453,0.006613342,0.035303799
nuak1,0,0.000258171,0.024261281
ckap4,0.006728809,0.017687387,0.035247035
tcp11l2,0.140093428,0.1848104,0.020872224
gm17249,0.005018816,0.004313545,0.00904676
polr3b,0.040162384,0.041093216,0.020685636
ric8b,0.02407975,0.020113583,0.032313242
tmem263,0.064704002,0.039744545,0.02836928
mterf2,0.045373351,0.037170554,0.008453308
cry1,0.05877682,0.033109223,0.008038722
gm8394,0.009730802,0.006175742,0.015613715
btbd11,0.029494946,0.03593828,0
pwp1,0.097774031,0.069691543,0.033717744
prdm4,0.074606339,0.039624768,0.04220476
rtcb,0.540383198,0.47573676,0.535332729
fbxo7,0.103018777,0.098415512,0.139288855
syn3,0,0,0.052546064
x1810014b01rik,0.01858608,0.01127086,0.003002068
hsp90b1,1.123271303,1.006150615,0.579051286
nt5dc3,0.013089086,0.014797656,0.00282288
stab2,0.001149119,0.004288776,0
igf1,0.002024645,0.005040925,0.007675157
parpbp,0.005483563,0.001099502,0.001034066
nup37,0.095436619,0.067139508,0.035353561
ccdc53,0.409345159,0.28240721,0.328085928
dram1,0.017901759,0.011279005,0.125780354
gnptab,0.112458003,0.084834355,0.210517628
chpt1,0.046616675,0.043808746,0.274409876
